,Price,Street Address,Bed,Bath,Listing Area,Certificate,Jakarta Division
9902,3500000000.0,Penjaringan,3,3,210,SHM - Sertifikat Hak Milik,NORTH
9907,5500000000.0,Sunter,4,3,300,SHM - Sertifikat Hak Milik,NORTH
9908,3900000000.0,Sunter,4,4,200,SHM - Sertifikat Hak Milik,NORTH
9911,4200000000.0,Pantai Indah Kapuk,4,3,120,SHM - Sertifikat Hak Milik,NORTH
9912,3150000000.0,Pantai Indah Kapuk,3,3,75,PPJB - Perjanjian Pengikatan Jual Beli,NORTH
9914,4500000000.0,Pluit,3,3,240,SHM - Sertifikat Hak Milik,NORTH
9917,6000000000.0,Kapuk Muara,4,2,350,SHGB - Hak Guna Bangunan,NORTH
9918,798800000.0,Senen,3,3,61,SHM - Sertifikat Hak Milik,CENTRAL
9919,907500000.0,Senen,2,2,55,SHM - Sertifikat Hak Milik,CENTRAL
9920,793400000.0,Senen,3,3,53,SHM - Sertifikat Hak Milik,CENTRAL
9921,486200000.0,Salemba,2,2,42,SHM - Sertifikat Hak Milik,CENTRAL
9922,3000000000.0,Sawah Besar,5,4,300,SHM - Sertifikat Hak Milik,CENTRAL
9923,1214100000.0,Cempaka Putih,3,3,63,SHM - Sertifikat Hak Milik,CENTRAL
9924,1065000000.0,Cempaka Putih,3,3,56,SHM - Sertifikat Hak Milik,CENTRAL
9927,440000000.0,Cempaka Putih,2,2,38,SHM - Sertifikat Hak Milik,CENTRAL
9928,780000000.0,Senen,2,2,50,SHM - Sertifikat Hak Milik,CENTRAL
9929,1262000000.0,Cempaka Putih,3,3,88,SHM - Sertifikat Hak Milik,CENTRAL
9933,431200000.0,Kemayoran,2,2,36,SHM - Sertifikat Hak Milik,CENTRAL
9934,398489000.0,Kemayoran,2,2,37,SHM - Sertifikat Hak Milik,CENTRAL
9935,431000000.0,Kemayoran,2,2,36,SHM - Sertifikat Hak Milik,CENTRAL
9937,2690000000.0,Kemayoran,3,2,190,SHM - Sertifikat Hak Milik,CENTRAL
9938,789000000.0,Senen,3,3,60,SHM - Sertifikat Hak Milik,CENTRAL
9940,3890000000.0,Cempaka Putih,5,4,288,SHM - Sertifikat Hak Milik,CENTRAL
9942,2850000000.0,Cempaka Putih,3,4,78,SHM - Sertifikat Hak Milik,CENTRAL
9945,2550000000.0,Cempaka Putih,3,2,78,SHM - Sertifikat Hak Milik,CENTRAL
9947,798800000.0,Senen,3,3,61,SHM - Sertifikat Hak Milik,CENTRAL
9951,440800000.0,Johar Baru,2,2,47,SHM - Sertifikat Hak Milik,CENTRAL
9957,825000000.0,Kemayoran,2,1,43,SHM - Sertifikat Hak Milik,CENTRAL
9963,1000000000.0,Duri Pulo,4,2,143,AJB - Akta Jual Beli,CENTRAL
9964,1370000000.0,Sawah Besar,3,2,98,SHM - Sertifikat Hak Milik,CENTRAL
9965,4900000000.0,Sawah Besar,3,3,169,SHM - Sertifikat Hak Milik,CENTRAL
9970,3400000000.0,Cideng,3,3,300,SHM - Sertifikat Hak Milik,CENTRAL
9972,2250000000.0,Menteng,5,3,150,SHM - Sertifikat Hak Milik,CENTRAL
9980,2900000000.0,Gambir,2,2,153,SHM - Sertifikat Hak Milik,CENTRAL
9984,870000000.0,Gunung Sahari,3,2,86,SHM - Sertifikat Hak Milik,CENTRAL
9989,6800000000.0,Cempaka Putih,4,3,200,SHM - Sertifikat Hak Milik,CENTRAL
9996,2400000000.0,Gunung Sahari,3,2,150,SHM - Sertifikat Hak Milik,CENTRAL
9998,6100000000.0,Bendungan Hilir,4,2,170,SHM - Sertifikat Hak Milik,CENTRAL
10000,2500000000.0,Kemayoran,4,2,100,SHM - Sertifikat Hak Milik,CENTRAL
10001,6100000000.0,Bendungan Hilir,3,2,170,SHM - Sertifikat Hak Milik,CENTRAL
10002,2700000000.0,Johar Baru,4,3,200,SHM - Sertifikat Hak Milik,CENTRAL
10003,2250000000.0,Cempaka Putih,3,2,100,SHM - Sertifikat Hak Milik,CENTRAL
10004,2650000000.0,Johar Baru,5,3,224,SHM - Sertifikat Hak Milik,CENTRAL
10005,2975000000.0,Cempaka Putih,4,3,150,SHM - Sertifikat Hak Milik,CENTRAL
10008,4500000000.0,Sawah Besar,3,2,240,SHM - Sertifikat Hak Milik,CENTRAL
10013,2912839999.0,Sawah Besar,3,2,132,SHM - Sertifikat Hak Milik,CENTRAL
10014,6000000000.0,Cempaka Putih,5,3,300,SHM - Sertifikat Hak Milik,CENTRAL
10019,839120000.0,Glodok,2,2,53,SHM - Sertifikat Hak Milik,CENTRAL
10022,780000000.0,Senen,3,3,50,SHM - Sertifikat Hak Milik,CENTRAL
10023,2300000000.0,Gambir,4,2,150,SHM - Sertifikat Hak Milik,CENTRAL
10025,4500000000.0,Bendungan Hilir,2,2,160,SHM - Sertifikat Hak Milik,CENTRAL
10028,6371238888.0,Kemayoran,4,3,208,SHM - Sertifikat Hak Milik,CENTRAL
10029,6000000000.0,Kemayoran,3,3,300,SHM - Sertifikat Hak Milik,CENTRAL
10032,1700000000.0,Kemayoran,2,3,180,SHM - Sertifikat Hak Milik,CENTRAL
10039,1850000000.0,Kemayoran,4,3,200,SHM - Sertifikat Hak Milik,CENTRAL
10040,1850000000.0,Cempaka Putih,3,2,62,SHM - Sertifikat Hak Milik,CENTRAL
10043,3900000000.0,Senen,5,2,156,SHM - Sertifikat Hak Milik,CENTRAL
10048,2850000000.0,Gunung Sahari,4,3,270,SHM - Sertifikat Hak Milik,CENTRAL
10049,800000000.0,Gambir,3,1,84,SHM - Sertifikat Hak Milik,CENTRAL
10054,3600000000.0,Cempaka Putih,4,4,150,SHM - Sertifikat Hak Milik,CENTRAL
10056,6500000000.0,Gunung Sahari,4,3,300,SHM - Sertifikat Hak Milik,CENTRAL
10060,985000000.0,Kemayoran,3,2,86,SHM - Sertifikat Hak Milik,CENTRAL
10062,4500000000.0,Kemayoran,5,4,200,SHM - Sertifikat Hak Milik,CENTRAL
10065,3200000000.0,Cempaka Putih,5,3,180,SHM - Sertifikat Hak Milik,CENTRAL
10066,7000000000.0,Cempaka Putih,4,3,200,SHM - Sertifikat Hak Milik,CENTRAL
10070,4700000000.0,Cempaka Putih,4,2,320,SHM - Sertifikat Hak Milik,CENTRAL
10075,3200000000.0,Cideng,3,2,100,SHM - Sertifikat Hak Milik,CENTRAL
10077,1800000000.0,Cempaka Putih,3,3,140,SHM - Sertifikat Hak Milik,CENTRAL
10083,2550000000.0,Kemayoran,3,3,100,SHM - Sertifikat Hak Milik,CENTRAL
10088,2500000000.0,Johar Baru,4,3,150,SHM - Sertifikat Hak Milik,CENTRAL
10096,1600000000.0,Kemayoran,5,2,180,SHM - Sertifikat Hak Milik,CENTRAL
10099,600000000.0,Gunung Sahari,2,1,108,AJB - Akta Jual Beli,CENTRAL
10101,2400000000.0,Kemayoran,3,2,190,SHM - Sertifikat Hak Milik,CENTRAL
10105,1450000000.0,Salemba,3,3,176,SHM - Sertifikat Hak Milik,CENTRAL
10106,1700000000.0,Kemayoran,2,3,136,SHM - Sertifikat Hak Milik,CENTRAL
10107,789000000.0,Senen,3,3,61,SHM - Sertifikat Hak Milik,CENTRAL
10108,1071000000.0,Cempaka Putih,2,2,58,SHM - Sertifikat Hak Milik,CENTRAL
10109,1071000000.0,Cempaka Putih,2,2,58,SHM - Sertifikat Hak Milik,CENTRAL
10110,932000000.0,Johar Baru,2,2,60,SHM - Sertifikat Hak Milik,CENTRAL
10111,789000000.0,Senen,3,2,61,SHM - Sertifikat Hak Milik,CENTRAL
10113,5329900000.0,Gunung Sahari,3,3,257,SHM - Sertifikat Hak Milik,CENTRAL
10114,5000000000.0,Thamrin,3,2,135,SHM - Sertifikat Hak Milik,CENTRAL
10121,3200000000.0,Kemayoran,4,3,175,SHM - Sertifikat Hak Milik,CENTRAL
10123,1451237888.0,Menteng,2,2,63,SHM - Sertifikat Hak Milik,CENTRAL
10125,4212388888.0,Glodok,4,4,255,SHM - Sertifikat Hak Milik,CENTRAL
10126,4213199999.0,Glodok,4,4,255,SHM - Sertifikat Hak Milik,CENTRAL
10132,2300000000.0,Kemayoran,4,3,250,SHM - Sertifikat Hak Milik,CENTRAL
10133,1390000000.0,Senen,3,2,100,SHM - Sertifikat Hak Milik,CENTRAL
10136,1150000000.0,Cempaka Putih,2,1,60,SHM - Sertifikat Hak Milik,CENTRAL
10141,1587000000.0,Cempaka Putih,4,3,81,SHM - Sertifikat Hak Milik,CENTRAL
10142,793000000.0,Senen,3,3,53,SHM - Sertifikat Hak Milik,CENTRAL
10143,506000000.0,Kemayoran,2,2,43,SHM - Sertifikat Hak Milik,CENTRAL
10144,511000000.0,Kemayoran,2,2,43,SHM - Sertifikat Hak Milik,CENTRAL
10145,985000000.0,Sawah Besar,3,2,88,SHM - Sertifikat Hak Milik,CENTRAL
10146,985000000.0,Menteng,3,2,88,SHM - Sertifikat Hak Milik,CENTRAL
10147,1542312211.0,Kemayoran,3,2,69,SHM - Sertifikat Hak Milik,CENTRAL
10148,1552391000.0,Johar Baru,3,2,69,SHM - Sertifikat Hak Milik,CENTRAL
10150,850000000.0,Bendungan Hilir,3,2,88,SHM - Sertifikat Hak Milik,CENTRAL
10158,2912389990.0,Menteng,3,2,132,SHM - Sertifikat Hak Milik,CENTRAL
10159,1265000000.0,Cempaka Putih,2,2,58,SHM - Sertifikat Hak Milik,CENTRAL
10160,1440000000.0,Cideng,3,3,90,SHM - Sertifikat Hak Milik,CENTRAL
10164,1000000000.0,Johar Baru,2,1,144,SHGB - Hak Guna Bangunan,CENTRAL
10167,1900000000.0,Sudirman,3,3,110,SHM - Sertifikat Hak Milik,CENTRAL
10177,1879000000.0,Cempaka Putih,3,3,78,SHM - Sertifikat Hak Milik,CENTRAL
10178,4000000000.0,Kemayoran,5,3,176,SHM - Sertifikat Hak Milik,CENTRAL
10179,4750000000.0,Cempaka Putih,4,2,157,SHM - Sertifikat Hak Milik,CENTRAL
10186,2940000000.0,Kemayoran,3,3,132,SHM - Sertifikat Hak Milik,CENTRAL
10191,4100000000.0,Kemayoran,2,1,200,SHM - Sertifikat Hak Milik,CENTRAL
10194,889121231.0,Sawah Besar,3,2,120,SHM - Sertifikat Hak Milik,CENTRAL
10195,5300000000.0,Menteng,5,4,218,SHM - Sertifikat Hak Milik,CENTRAL
10198,486200000.0,Salemba,2,2,42,SHM - Sertifikat Hak Milik,CENTRAL
10201,5000000000.0,Cempaka Putih,5,4,250,SHM - Sertifikat Hak Milik,CENTRAL
10202,2550000000.0,Kemayoran,3,3,198,SHM - Sertifikat Hak Milik,CENTRAL
10205,2912389991.0,Roxy,3,2,132,SHM - Sertifikat Hak Milik,CENTRAL
10209,5900000000.0,Cideng,4,3,272,SHM - Sertifikat Hak Milik,CENTRAL
10210,2550000000.0,Kemayoran,5,3,198,SHM - Sertifikat Hak Milik,CENTRAL
10211,5900000000.0,Cideng,4,3,220,SHM - Sertifikat Hak Milik,CENTRAL
10216,5000000000.0,Kemayoran,4,2,240,SHM - Sertifikat Hak Milik,CENTRAL
10218,3500000000.0,Gambir,4,2,144,SHM - Sertifikat Hak Milik,CENTRAL
10219,6500000000.0,Cideng,5,2,295,SHM - Sertifikat Hak Milik,CENTRAL
10224,1530000000.0,Cempaka Putih,4,2,90,SHM - Sertifikat Hak Milik,CENTRAL
10225,500000000.0,Cempaka Putih,2,1,46,SHM - Sertifikat Hak Milik,CENTRAL
10234,1500000000.0,Kemayoran,3,4,230,SHM - Sertifikat Hak Milik,CENTRAL
10235,2790000000.0,Sawah Besar,4,3,180,SHGB - Hak Guna Bangunan,CENTRAL
10236,3850000000.0,Cempaka Putih,3,3,114,SHM - Sertifikat Hak Milik,CENTRAL
10238,2800000000.0,Cempaka Putih,3,3,112,SHM - Sertifikat Hak Milik,CENTRAL
10240,2550000000.0,Cempaka Putih,2,3,78,SHM - Sertifikat Hak Milik,CENTRAL
10241,3850000000.0,Petojo Utara,3,4,285,SHM - Sertifikat Hak Milik,CENTRAL
10245,2000000000.0,Sawah Besar,3,2,108,SHM - Sertifikat Hak Milik,CENTRAL
10248,4700000000.0,Bendungan Hilir,3,2,95,SHM - Sertifikat Hak Milik,CENTRAL
10257,2550000000.0,Cempaka Putih,3,2,78,SHM - Sertifikat Hak Milik,CENTRAL
10259,3250000000.0,Sawah Besar,4,2,260,SHM - Sertifikat Hak Milik,CENTRAL
10269,3200000000.0,Cempaka Putih,5,3,200,SHM - Sertifikat Hak Milik,CENTRAL
10271,4500000000.0,Tanah Abang,3,2,120,SHM - Sertifikat Hak Milik,CENTRAL
10272,440800000.0,Salemba,2,2,38,SHM - Sertifikat Hak Milik,CENTRAL
10274,270000000.0,Johar Baru,2,1,36,SHM - Sertifikat Hak Milik,CENTRAL
10277,1070000000.0,Cempaka Putih,2,2,58,SHM - Sertifikat Hak Milik,CENTRAL
10286,900000000.0,Bendungan Hilir,3,2,55,SHM - Sertifikat Hak Milik,CENTRAL
10287,900000000.0,Cideng,3,2,55,SHM - Sertifikat Hak Milik,CENTRAL
10294,3500000000.0,Senen,4,1,120,SHM - Sertifikat Hak Milik,CENTRAL
10298,1412312388.0,Glodok,2,2,71,SHM - Sertifikat Hak Milik,CENTRAL
10299,1412390000.0,Sawah Besar,2,2,71,SHM - Sertifikat Hak Milik,CENTRAL
10308,3600000000.0,Cideng,3,2,169,SHM - Sertifikat Hak Milik,CENTRAL
10318,3600000000.0,Gunung Sahari,4,3,300,SHM - Sertifikat Hak Milik,CENTRAL
10324,6300000000.0,Kemayoran,5,3,300,SHM - Sertifikat Hak Milik,CENTRAL
10325,3950000000.0,Cempaka Putih,4,4,146,SHM - Sertifikat Hak Milik,CENTRAL
10332,1650000000.0,Sawah Besar,4,2,97,SHM - Sertifikat Hak Milik,CENTRAL
10333,270000000.0,Senen,2,1,36,SHM - Sertifikat Hak Milik,CENTRAL
10334,300500000.0,Johar Baru,2,1,40,SHM - Sertifikat Hak Milik,CENTRAL
10335,270000000.0,Tanah Abang,2,1,36,SHM - Sertifikat Hak Milik,CENTRAL
10336,270000000.0,Tanah Abang,2,1,36,SHM - Sertifikat Hak Milik,CENTRAL
10337,270000000.0,Menteng,2,1,36,SHM - Sertifikat Hak Milik,CENTRAL
10338,250000000.0,Bendungan Hilir,2,1,36,SHM - Sertifikat Hak Milik,CENTRAL
10340,1700000000.0,Gunung Sahari,3,3,90,SHM - Sertifikat Hak Milik,CENTRAL
10344,4500000000.0,Senen,5,2,192,SHM - Sertifikat Hak Milik,CENTRAL
10346,5600000000.0,Gambir,4,3,245,SHM - Sertifikat Hak Milik,CENTRAL
10352,3700000000.0,Senen,5,1,156,SHM - Sertifikat Hak Milik,CENTRAL
10353,185000000.0,Tanah Abang,2,1,36,SHM - Sertifikat Hak Milik,CENTRAL
10354,185000000.0,Kemayoran,2,1,36,SHM - Sertifikat Hak Milik,CENTRAL
10360,5000000000.0,Johar Baru,3,3,146,SHM - Sertifikat Hak Milik,CENTRAL
10366,6000000000.0,Cideng,3,2,200,SHM - Sertifikat Hak Milik,CENTRAL
10367,3850000000.0,Petojo Utara,3,4,285,SHM - Sertifikat Hak Milik,CENTRAL
10368,2940000000.0,Gunung Sahari,3,3,132,SHM - Sertifikat Hak Milik,CENTRAL
10371,3500000000.0,Gunung Sahari,3,2,280,SHM - Sertifikat Hak Milik,CENTRAL
10376,4200000000.0,Tanah Abang,3,2,120,SHM - Sertifikat Hak Milik,CENTRAL
10377,1000000000.0,Cempaka Putih,3,3,58,SHM - Sertifikat Hak Milik,CENTRAL
10379,839123999.0,Menteng,2,2,53,SHM - Sertifikat Hak Milik,CENTRAL
10380,800000000.0,Johar Baru,2,2,56,SHM - Sertifikat Hak Milik,CENTRAL
10381,3400000000.0,Thamrin,4,4,200,SHM - Sertifikat Hak Milik,CENTRAL
10382,6500000000.0,Gunung Sahari,3,2,120,SHGB - Hak Guna Bangunan,CENTRAL
10383,5500000000.0,Cempaka Putih,5,4,350,SHM - Sertifikat Hak Milik,CENTRAL
10385,4500000000.0,Cempaka Putih,4,3,230,SHM - Sertifikat Hak Milik,CENTRAL
10388,7000000000.0,Cempaka Putih,4,4,342,SHM - Sertifikat Hak Milik,CENTRAL
10390,2900000000.0,Petojo Utara,4,3,120,SHM - Sertifikat Hak Milik,CENTRAL
10392,932000000.0,Johar Baru,2,2,60,SHM - Sertifikat Hak Milik,CENTRAL
10393,932000000.0,Johar Baru,2,2,60,SHM - Sertifikat Hak Milik,CENTRAL
10394,798000000.0,Senen,3,3,61,SHM - Sertifikat Hak Milik,CENTRAL
10396,2700000000.0,Kemayoran,4,2,250,SHM - Sertifikat Hak Milik,CENTRAL
10397,3800000000.0,Cempaka Putih,5,4,250,SHM - Sertifikat Hak Milik,CENTRAL
10400,3500000000.0,Kemayoran,4,3,240,SHM - Sertifikat Hak Milik,CENTRAL
10401,5500000000.0,Sawah Besar,5,4,360,SHM - Sertifikat Hak Milik,CENTRAL
10402,900000000.0,Cideng,3,2,55,SHM - Sertifikat Hak Milik,CENTRAL
10403,900000000.0,Thamrin,3,2,55,SHM - Sertifikat Hak Milik,CENTRAL
10412,2550000000.0,Kemayoran,3,3,198,SHM - Sertifikat Hak Milik,CENTRAL
10415,1551239100.0,Cempaka Putih,3,2,69,SHM - Sertifikat Hak Milik,CENTRAL
10417,1200000000.0,Kemayoran,4,2,160,SHGB - Hak Guna Bangunan,CENTRAL
10418,2550000000.0,Kemayoran,3,3,198,SHM - Sertifikat Hak Milik,CENTRAL
10419,839000000.0,Kemayoran,2,2,53,SHM - Sertifikat Hak Milik,CENTRAL
10420,3000000000.0,Cempaka Putih,4,3,158,SHM - Sertifikat Hak Milik,CENTRAL
10421,5200000000.0,Sawah Besar,4,2,230,SHGB - Hak Guna Bangunan,CENTRAL
10422,1551239000.0,Petojo Utara,3,2,69,SHM - Sertifikat Hak Milik,CENTRAL
10423,2912300000.0,Menteng,3,2,132,SHM - Sertifikat Hak Milik,CENTRAL
10427,6300000000.0,Tanah Abang,4,2,90,SHM - Sertifikat Hak Milik,CENTRAL
10433,5000000000.0,Cempaka Putih,5,4,250,SHM - Sertifikat Hak Milik,CENTRAL
10435,2550000000.0,Kemayoran,3,3,198,SHM - Sertifikat Hak Milik,CENTRAL
10437,4750000000.0,Cempaka Putih,3,2,250,SHM - Sertifikat Hak Milik,CENTRAL
10439,3250000000.0,Cempaka Putih,4,3,200,SHGB - Hak Guna Bangunan,CENTRAL
10440,6500000000.0,Cempaka Putih,4,3,304,SHM - Sertifikat Hak Milik,CENTRAL
10443,5000000000.0,Kemayoran,3,2,250,SHM - Sertifikat Hak Milik,CENTRAL
10448,3500000000.0,Kemayoran,4,3,125,SHM - Sertifikat Hak Milik,CENTRAL
10457,975000000.0,Senen,2,1,71,SHM - Sertifikat Hak Milik,CENTRAL
10458,800000000.0,Kemayoran,2,1,50,SHM - Sertifikat Hak Milik,CENTRAL
10459,1000000000.0,Glodok,4,1,90,SHM - Sertifikat Hak Milik,CENTRAL
10462,3650000000.0,Cempaka Putih,4,4,114,SHM - Sertifikat Hak Milik,CENTRAL
10468,3500000000.0,Gunung Sahari,4,3,280,SHM - Sertifikat Hak Milik,CENTRAL
10469,4135000000.0,Gambir,5,3,300,SHM - Sertifikat Hak Milik,CENTRAL
10471,6200000000.0,Menteng,5,4,208,SHM - Sertifikat Hak Milik,CENTRAL
10472,5000000000.0,Bendungan Hilir,4,2,117,SHM - Sertifikat Hak Milik,CENTRAL
10473,3800000000.0,Kemayoran,2,3,150,SHM - Sertifikat Hak Milik,CENTRAL
10474,2940000000.0,Menteng,3,3,132,SHM - Sertifikat Hak Milik,CENTRAL
10476,5272000000.0,Gunung Sahari,5,4,207,SHM - Sertifikat Hak Milik,CENTRAL
10478,3900000000.0,Johar Baru,4,2,120,SHM - Sertifikat Hak Milik,CENTRAL
10479,4500000000.0,Cempaka Putih,3,2,200,SHM - Sertifikat Hak Milik,CENTRAL
10483,6500000000.0,Cempaka Putih,4,3,300,SHM - Sertifikat Hak Milik,CENTRAL
10484,4200000000.0,Salemba,2,2,100,SHM - Sertifikat Hak Milik,CENTRAL
10485,4600000000.0,Cempaka Putih,4,4,250,SHM - Sertifikat Hak Milik,CENTRAL
10486,6500000000.0,Cempaka Putih,4,3,350,SHM - Sertifikat Hak Milik,CENTRAL
10487,2700000000.0,Gunung Sahari,3,3,200,SHM - Sertifikat Hak Milik,CENTRAL
10492,400000000.0,Cempaka Putih,2,1,36,SHGB - Hak Guna Bangunan,CENTRAL
10493,5000000000.0,Kemayoran,4,3,169,PPJB - Perjanjian Pengikatan Jual Beli,CENTRAL
10495,1070000000.0,Cempaka Putih,2,2,58,SHM - Sertifikat Hak Milik,CENTRAL
10496,4750000000.0,Johar Baru,5,3,276,SHM - Sertifikat Hak Milik,CENTRAL
10497,1500000000.0,Kemayoran,2,1,102,SHM - Sertifikat Hak Milik,CENTRAL
10500,2450000000.0,Senen,3,3,152,SHM - Sertifikat Hak Milik,CENTRAL
10501,3012390000.0,Menteng,4,3,155,SHM - Sertifikat Hak Milik,CENTRAL
10503,3500000000.0,Gunung Sahari,4,3,280,SHM - Sertifikat Hak Milik,CENTRAL
10504,4500000000.0,Bendungan Hilir,4,2,160,SHM - Sertifikat Hak Milik,CENTRAL
10505,2300000000.0,Gambir,3,2,90,SHGB - Hak Guna Bangunan,CENTRAL
10507,1478000000.0,Cempaka Putih,3,3,76,SHM - Sertifikat Hak Milik,CENTRAL
10514,4500000000.0,Gunung Sahari,2,2,256,SHM - Sertifikat Hak Milik,CENTRAL
10517,2912389999.0,Glodok,3,2,132,SHM - Sertifikat Hak Milik,CENTRAL
10520,2350000000.0,Gambir,3,2,160,SHM - Sertifikat Hak Milik,CENTRAL
10521,4800000000.0,Kemayoran,5,4,280,SHM - Sertifikat Hak Milik,CENTRAL
10523,3900000000.0,Cideng,5,2,200,SHM - Sertifikat Hak Milik,CENTRAL
10527,4100000000.0,Cempaka Putih,4,2,200,SHM - Sertifikat Hak Milik,CENTRAL
10530,5329900000.0,Menteng,4,4,257,SHM - Sertifikat Hak Milik,CENTRAL
10532,2300000000.0,Petojo Utara,4,2,120,SHM - Sertifikat Hak Milik,CENTRAL
10535,1950000000.0,Johar Baru,3,2,120,SHM - Sertifikat Hak Milik,CENTRAL
10537,2300000000.0,Cempaka Putih,4,1,100,SHM - Sertifikat Hak Milik,CENTRAL
10538,2750000000.0,Kemayoran,5,3,150,SHM - Sertifikat Hak Milik,CENTRAL
10539,2100000000.0,Cempaka Putih,3,2,90,SHM - Sertifikat Hak Milik,CENTRAL
10541,1950000000.0,Cempaka Putih,2,2,90,SHM - Sertifikat Hak Milik,CENTRAL
10546,5210000000.0,Bendungan Hilir,4,3,150,SHM - Sertifikat Hak Milik,CENTRAL
10547,4220000000.0,Tanah Abang,2,1,111,SHM - Sertifikat Hak Milik,CENTRAL
10552,1700000000.0,Kemayoran,2,2,120,SHM - Sertifikat Hak Milik,CENTRAL
10553,2000000000.0,Duri Pulo,4,2,126,SHM - Sertifikat Hak Milik,CENTRAL
10554,890000000.0,Senen,3,2,108,SHM - Sertifikat Hak Milik,CENTRAL
10555,6000000000.0,Johar Baru,5,4,300,SHM - Sertifikat Hak Milik,CENTRAL
10557,1000000000.0,Kemayoran,2,1,48,Strata,CENTRAL
10563,1481239000.0,Glodok,2,2,63,SHM - Sertifikat Hak Milik,CENTRAL
10567,1000021200.0,Senen,2,2,53,SHM - Sertifikat Hak Milik,CENTRAL
10568,6500000000.0,Gambir,3,2,207,SHM - Sertifikat Hak Milik,CENTRAL
10569,3000000000.0,Johar Baru,3,2,54,SHM - Sertifikat Hak Milik,CENTRAL
10577,1295000000.0,Menteng,3,3,90,SHM - Sertifikat Hak Milik,CENTRAL
10582,4500000000.0,Tanah Abang,4,3,160,SHGB - Hak Guna Bangunan,CENTRAL
10586,6900000000.0,Cempaka Putih,3,3,247,SHM - Sertifikat Hak Milik,CENTRAL
10587,1551238919.0,Senen,3,2,69,SHM - Sertifikat Hak Milik,CENTRAL
10588,1180000000.0,Cempaka Putih,2,2,87,SHM - Sertifikat Hak Milik,CENTRAL
10590,4800000000.0,Cempaka Putih,5,4,280,SHM - Sertifikat Hak Milik,CENTRAL
10591,1450000000.0,Kemayoran,2,1,76,SHM - Sertifikat Hak Milik,CENTRAL
10592,6500000000.0,Cideng,3,2,150,SHM - Sertifikat Hak Milik,CENTRAL
10596,4650000000.0,Bendungan Hilir,5,2,127,SHM - Sertifikat Hak Milik,CENTRAL
10598,3950000000.0,Cempaka Putih,4,2,150,SHM - Sertifikat Hak Milik,CENTRAL
10599,6500000000.0,Bendungan Hilir,4,3,300,SHM - Sertifikat Hak Milik,CENTRAL
10614,330000000.0,Bendungan Hilir,2,1,40,SHM - Sertifikat Hak Milik,CENTRAL
10615,518000000.0,Tanah Abang,2,1,36,SHM - Sertifikat Hak Milik,CENTRAL
10616,1600000000.0,Kelapa Gading,4,3,96,SHGB - Hak Guna Bangunan,CENTRAL
10624,665000000.0,Tanah Abang,2,1,28,SHM - Sertifikat Hak Milik,CENTRAL
10625,4000000000.0,Johar Baru,4,3,150,None,CENTRAL
10626,1300000000.0,Menteng,3,3,88,SHM - Sertifikat Hak Milik,CENTRAL
10629,800132900.0,Menteng,2,2,55,SHM - Sertifikat Hak Milik,CENTRAL
10630,1412381239.0,Kemayoran,2,2,55,SHM - Sertifikat Hak Milik,CENTRAL
10631,1001239999.0,Johar Baru,2,2,53,SHM - Sertifikat Hak Milik,CENTRAL
10632,185000000.0,Kemayoran,2,1,36,SHM - Sertifikat Hak Milik,CENTRAL
10634,454000000.0,Senen,2,2,58,SHM - Sertifikat Hak Milik,CENTRAL
10647,6000000000.0,Bendungan Hilir,2,2,124,SHM - Sertifikat Hak Milik,CENTRAL
10649,6000000000.0,Kemayoran,4,3,354,SHM - Sertifikat Hak Milik,CENTRAL
10661,1514139201.0,Bendungan Hilir,3,2,69,SHM - Sertifikat Hak Milik,CENTRAL
10663,1412312380.0,Kemayoran,2,2,71,SHM - Sertifikat Hak Milik,CENTRAL
10665,1501329012.0,Kemayoran,3,2,69,SHM - Sertifikat Hak Milik,CENTRAL
10666,2750000000.0,Kemayoran,4,3,100,SHM - Sertifikat Hak Milik,CENTRAL
10670,2300000000.0,Kemayoran,3,3,175,SHM - Sertifikat Hak Milik,CENTRAL
10671,4100000000.0,Cempaka Putih,3,3,146,SHM - Sertifikat Hak Milik,CENTRAL
10680,5300000000.0,Thamrin,3,3,196,SHM - Sertifikat Hak Milik,CENTRAL
10682,1800000000.0,Kemayoran,4,2,96,SHGB - Hak Guna Bangunan,CENTRAL
10683,3600000000.0,Cempaka Putih,4,4,150,SHM - Sertifikat Hak Milik,CENTRAL
10684,3400000000.0,Kemayoran,4,4,240,SHM - Sertifikat Hak Milik,CENTRAL
10685,3100000000.0,Kemayoran,4,4,132,SHM - Sertifikat Hak Milik,CENTRAL
10689,2000000000.0,Kemayoran,3,3,150,SHM - Sertifikat Hak Milik,CENTRAL
10691,6700000000.0,Bendungan Hilir,4,2,208,SHGB - Hak Guna Bangunan,CENTRAL
10693,1800000000.0,Tanah Abang,5,1,100,SHM - Sertifikat Hak Milik,CENTRAL
10698,2500000000.0,Petojo Utara,4,2,125,None,CENTRAL
10705,6200000000.0,Cempaka Putih,4,4,191,SHM - Sertifikat Hak Milik,CENTRAL
10708,4000000000.0,Thamrin,3,3,193,SHM - Sertifikat Hak Milik,CENTRAL
10726,2200000000.0,Cideng,3,3,120,SHM - Sertifikat Hak Milik,CENTRAL
10728,1700000000.0,Cideng,2,3,150,SHM - Sertifikat Hak Milik,CENTRAL
10729,2400000000.0,Cideng,3,3,200,SHM - Sertifikat Hak Milik,CENTRAL
